Record_ID,State,District,Crop,Season,Year,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,pH
1098,West Bengal,Hooghly,Rice,Kharif,2021,Alluvial,120,35,52,6.77
1099,West Bengal,Hooghly,Maize,Kharif,2021,Alluvial,114,33,24,5.75
1100,West Bengal,Hooghly,Cotton,Kharif,2021,Alluvial,111,34,35,6.42
1101,West Bengal,Bardhaman,Wheat,Rabi,2021,Clay Loam,0,19,6,4.58
1102,West Bengal,Bardhaman,Rice,Kharif,2021,Clay Loam,95,73,43,6.55
1103,West Bengal,Bardhaman,Maize,Kharif,2021,Clay Loam,78,33,41,6.63
1104,West Bengal,Bardhaman,Cotton,Kharif,2021,Clay Loam,92,63,49,5.95
1105,Maharashtra,Nashik,Wheat,Rabi,2021,Black Soil,141,58,32,7.39
1106,Maharashtra,Nashik,Rice,Kharif,2021,Black Soil,104,15,41,8.16
1107,Maharashtra,Nashik,Maize,Kharif,2021,Black Soil,99,45,41,8.05
1108,Maharashtra,Nashik,Cotton,Kharif,2021,Black Soil,92,36,31,7.59
1109,Maharashtra,Pune,Wheat,Rabi,2021,Black Soil,120,61,40,7.09
1110,Maharashtra,Pune,Rice,Kharif,2021,Black Soil,104,55,50,7.86
1111,Maharashtra,Pune,Maize,Kharif,2021,Black Soil,9,14,1,4.87
1112,Maharashtra,Pune,Cotton,Kharif,2021,Black Soil,68,43,55,7.48
1113,Tamil Nadu,Thanjavur,Wheat,Rabi,2021,Red Loam,95,58,46,7.1
1114,Tamil Nadu,Thanjavur,Rice,Kharif,2021,Red Loam,113,49,68,6.48
1115,Tamil Nadu,Thanjavur,Maize,Kharif,2021,Red Loam,75,33,30,6.73
1116,Tamil Nadu,Thanjavur,Cotton,Kharif,2021,Red Loam,86,44,45,6.93
1117,Andhra Pradesh,Kurnool,Wheat,Rabi,2021,Red Soil,144,64,29,7.09
1118,Andhra Pradesh,Kurnool,Rice,Kharif,2021,Red Soil,102,43,58,6.9
1119,Andhra Pradesh,Kurnool,Maize,Kharif,2021,Red Soil,139,35,40,6.77
1120,Andhra Pradesh,Kurnool,Cotton,Kharif,2021,Red Soil,7,19,2,4.75
1121,Punjab,Ludhiana,Wheat,Rabi,2022,Alluvial,120,49,37,7.94
1122,Punjab,Ludhiana,Rice,Kharif,2022,Alluvial,28,1,8,5.06
1123,Punjab,Ludhiana,Maize,Kharif,2022,Alluvial,92,49,28,7.8
1124,Punjab,Ludhiana,Cotton,Kharif,2022,Alluvial,7,3,13,4.33
1125,Punjab,Patiala,Wheat,Rabi,2022,Alluvial,142,77,44,7.61
1126,Punjab,Patiala,Rice,Kharif,2022,Alluvial,66,59,58,7.04
1127,Punjab,Patiala,Maize,Kharif,2022,Alluvial,130,50,29,7.55
1128,Punjab,Patiala,Cotton,Kharif,2022,Alluvial,107,44,33,7.7
1129,Uttar Pradesh,Kanpur,Wheat,Rabi,2022,Alluvial,141,71,22,7.09
1130,Uttar Pradesh,Kanpur,Rice,Kharif,2022,Alluvial,123,34,47,6.57
1131,Uttar Pradesh,Kanpur,Maize,Kharif,2022,Alluvial,62,36,26,7.1
1132,Uttar Pradesh,Kanpur,Cotton,Kharif,2022,Alluvial,84,36,34,7.21
1133,Uttar Pradesh,Varanasi,Wheat,Rabi,2022,Alluvial,99,60,20,7.27
1134,Uttar Pradesh,Varanasi,Rice,Kharif,2022,Alluvial,0,6,10,4.3
1135,Uttar Pradesh,Varanasi,Maize,Kharif,2022,Alluvial,111,38,35,6.72
1136,Uttar Pradesh,Varanasi,Cotton,Kharif,2022,Alluvial,102,51,46,6.66
1137,West Bengal,Hooghly,Wheat,Rabi,2022,Alluvial,140,57,43,6.93
1138,West Bengal,Hooghly,Rice,Kharif,2022,Alluvial,111,57,47,6.91
1139,West Bengal,Hooghly,Maize,Kharif,2022,Alluvial,64,23,21,6.97
1140,West Bengal,Hooghly,Cotton,Kharif,2022,Alluvial,18,13,9,4.7
1141,West Bengal,Bardhaman,Wheat,Rabi,2022,Clay Loam,119,46,23,6.51
1142,West Bengal,Bardhaman,Rice,Kharif,2022,Clay Loam,117,47,53,6.14
1143,West Bengal,Bardhaman,Maize,Kharif,2022,Clay Loam,70,41,43,6.48
1144,West Bengal,Bardhaman,Cotton,Kharif,2022,Clay Loam,75,30,45,6.75
1145,Maharashtra,Nashik,Wheat,Rabi,2022,Black Soil,118,61,35,7.84
1146,Maharashtra,Nashik,Rice,Kharif,2022,Black Soil,86,61,46,7.72
1147,Maharashtra,Nashik,Maize,Kharif,2022,Black Soil,78,33,32,7.55
1148,Maharashtra,Nashik,Cotton,Kharif,2022,Black Soil,88,52,56,7.34
1149,Maharashtra,Pune,Wheat,Rabi,2022,Black Soil,20,8,6,5.08
1150,Maharashtra,Pune,Rice,Kharif,2022,Black Soil,21,11,4,4.12
1151,Maharashtra,Pune,Maize,Kharif,2022,Black Soil,75,40,22,7.57
1152,Maharashtra,Pune,Cotton,Kharif,2022,Black Soil,87,46,59,7.42
1153,Tamil Nadu,Thanjavur,Wheat,Rabi,2022,Red Loam,132,58,30,6.58
1154,Tamil Nadu,Thanjavur,Rice,Kharif,2022,Red Loam,93,50,57,6.82
1155,Tamil Nadu,Thanjavur,Maize,Kharif,2022,Red Loam,97,47,39,6.56
1156,Tamil Nadu,Thanjavur,Cotton,Kharif,2022,Red Loam,90,61,28,7.05
1157,Andhra Pradesh,Kurnool,Wheat,Rabi,2022,Red Soil,129,60,39,7.38
1158,Andhra Pradesh,Kurnool,Rice,Kharif,2022,Red Soil,12,3,10,4.52
1159,Andhra Pradesh,Kurnool,Maize,Kharif,2022,Red Soil,25,18,7,4.91
1160,Andhra Pradesh,Kurnool,Cotton,Kharif,2022,Red Soil,73,45,40,6.56
1161,Punjab,Ludhiana,Wheat,Rabi,2023,Alluvial,104,75,52,7.34
1162,Punjab,Ludhiana,Rice,Kharif,2023,Alluvial,93,44,45,7.29
1163,Punjab,Ludhiana,Maize,Kharif,2023,Alluvial,75,44,41,7.68
1164,Punjab,Ludhiana,Cotton,Kharif,2023,Alluvial,75,52,36,7.66
1165,Punjab,Patiala,Wheat,Rabi,2023,Alluvial,119,54,43,7.16
1166,Punjab,Patiala,Rice,Kharif,2023,Alluvial,16,9,12,4.15
1167,Punjab,Patiala,Maize,Kharif,2023,Alluvial,43,35,21,6.92
1168,Punjab,Patiala,Cotton,Kharif,2023,Alluvial,67,58,46,7.45
1169,Uttar Pradesh,Kanpur,Wheat,Rabi,2023,Alluvial,107,61,28,7.22
1170,Uttar Pradesh,Kanpur,Rice,Kharif,2023,Alluvial,21,1,1,4.02
1171,Uttar Pradesh,Kanpur,Maize,Kharif,2023,Alluvial,63,29,35,7.56
1172,Uttar Pradesh,Kanpur,Cotton,Kharif,2023,Alluvial,64,27,34,7.28
1173,Uttar Pradesh,Varanasi,Wheat,Rabi,2023,Alluvial,120,53,49,7.02
1174,Uttar Pradesh,Varanasi,Rice,Kharif,2023,Alluvial,10,18,3,4.56
1175,Uttar Pradesh,Varanasi,Maize,Kharif,2023,Alluvial,80,36,32,6.95
1176,Uttar Pradesh,Varanasi,Cotton,Kharif,2023,Alluvial,76,42,37,7.48
1177,West Bengal,Hooghly,Wheat,Rabi,2023,Alluvial,126,60,39,6.47
1178,West Bengal,Hooghly,Rice,Kharif,2023,Alluvial,106,67,52,7.28
1179,West Bengal,Hooghly,Maize,Kharif,2023,Alluvial,77,44,27,6.49
1180,West Bengal,Hooghly,Cotton,Kharif,2023,Alluvial,68,45,56,6.62
1181,West Bengal,Bardhaman,Wheat,Rabi,2023,Clay Loam,91,48,35,5.95
1182,West Bengal,Bardhaman,Rice,Kharif,2023,Clay Loam,71,32,34,6.58
1183,West Bengal,Bardhaman,Maize,Kharif,2023,Clay Loam,127,58,46,6.49
1184,West Bengal,Bardhaman,Cotton,Kharif,2023,Clay Loam,1,6,11,5.06
1185,Maharashtra,Nashik,Wheat,Rabi,2023,Black Soil,102,59,38,8.25
1186,Maharashtra,Nashik,Rice,Kharif,2023,Black Soil,137,46,52,8.14
1187,Maharashtra,Nashik,Maize,Kharif,2023,Black Soil,96,41,12,7.9
1188,Maharashtra,Nashik,Cotton,Kharif,2023,Black Soil,69,28,39,7.86
1189,Maharashtra,Pune,Wheat,Rabi,2023,Black Soil,135,50,43,7.73
1190,Maharashtra,Pune,Rice,Kharif,2023,Black Soil,95,53,47,7.25
1191,Maharashtra,Pune,Maize,Kharif,2023,Black Soil,27,2,7,4.62
1192,Maharashtra,Pune,Cotton,Kharif,2023,Black Soil,81,45,24,7.34
1193,Tamil Nadu,Thanjavur,Wheat,Rabi,2023,Red Loam,121,63,31,6.71
1194,Tamil Nadu,Thanjavur,Rice,Kharif,2023,Red Loam,79,50,54,7.01
1195,Tamil Nadu,Thanjavur,Maize,Kharif,2023,Red Loam,64,39,25,7.4
1196,Tamil Nadu,Thanjavur,Cotton,Kharif,2023,Red Loam,76,53,33,6.56
1197,Andhra Pradesh,Kurnool,Wheat,Rabi,2023,Red Soil,112,65,43,7.09
1198,Andhra Pradesh,Kurnool,Rice,Kharif,2023,Red Soil,105,42,45,7.44
1199,Andhra Pradesh,Kurnool,Maize,Kharif,2023,Red Soil,113,45,37,7.04
1200,Andhra Pradesh,Kurnool,Cotton,Kharif,2023,Red Soil,73,35,30,7.23
1201,Punjab,Ludhiana,Wheat,Rabi,2019,Alluvial,130,60,42,7.39
1202,Punjab,Ludhiana,Rice,Kharif,2019,Alluvial,123,75,55,7.5
1203,Punjab,Ludhiana,Maize,Kharif,2019,Alluvial,126,43,26,6.81
1204,Punjab,Ludhiana,Cotton,Kharif,2019,Alluvial,60,34,48,7.56
1205,Punjab,Patiala,Wheat,Rabi,2019,Alluvial,135,72,24,7.97
1206,Punjab,Patiala,Rice,Kharif,2019,Alluvial,20,6,10,4.1
1207,Punjab,Patiala,Maize,Kharif,2019,Alluvial,105,41,49,7.3
1208,Punjab,Patiala,Cotton,Kharif,2019,Alluvial,83,47,46,7.24
1209,Uttar Pradesh,Kanpur,Wheat,Rabi,2019,Alluvial,123,71,38,6.55
1210,Uttar Pradesh,Kanpur,Rice,Kharif,2019,Alluvial,98,47,54,7.07
1211,Uttar Pradesh,Kanpur,Maize,Kharif,2019,Alluvial,79,43,48,7.13
1212,Uttar Pradesh,Kanpur,Cotton,Kharif,2019,Alluvial,47,50,31,7.33
1213,Uttar Pradesh,Varanasi,Wheat,Rabi,2019,Alluvial,17,19,12,4.78
1214,Uttar Pradesh,Varanasi,Rice,Kharif,2019,Alluvial,2,18,10,5.24
1215,Uttar Pradesh,Varanasi,Maize,Kharif,2019,Alluvial,76,45,43,6.96
1216,Uttar Pradesh,Varanasi,Cotton,Kharif,2019,Alluvial,94,30,40,6.92
1217,West Bengal,Hooghly,Wheat,Rabi,2019,Alluvial,132,53,41,6.28
1218,West Bengal,Hooghly,Rice,Kharif,2019,Alluvial,86,47,29,6.64
1219,West Bengal,Hooghly,Maize,Kharif,2019,Alluvial,6,0,1,4.51
1220,West Bengal,Hooghly,Cotton,Kharif,2019,Alluvial,76,46,42,6.27
1221,West Bengal,Bardhaman,Wheat,Rabi,2019,Clay Loam,112,53,26,5.64
1222,West Bengal,Bardhaman,Rice,Kharif,2019,Clay Loam,90,51,66,6.47
1223,West Bengal,Bardhaman,Maize,Kharif,2019,Clay Loam,12,15,1,4.12
1224,West Bengal,Bardhaman,Cotton,Kharif,2019,Clay Loam,108,42,47,6.31
1225,Maharashtra,Nashik,Wheat,Rabi,2019,Black Soil,0,8,4,4.73
1226,Maharashtra,Nashik,Rice,Kharif,2019,Black Soil,125,41,59,7.93
1227,Maharashtra,Nashik,Maize,Kharif,2019,Black Soil,84,54,35,7.95
1228,Maharashtra,Nashik,Cotton,Kharif,2019,Black Soil,100,51,29,7.68
1229,Maharashtra,Pune,Wheat,Rabi,2019,Black Soil,120,58,25,7.86
1230,Maharashtra,Pune,Rice,Kharif,2019,Black Soil,75,44,49,7.58
1231,Maharashtra,Pune,Maize,Kharif,2019,Black Soil,87,44,19,7.39
1232,Maharashtra,Pune,Cotton,Kharif,2019,Black Soil,93,36,51,7.61
1233,Tamil Nadu,Thanjavur,Wheat,Rabi,2019,Red Loam,123,48,55,6.88
1234,Tamil Nadu,Thanjavur,Rice,Kharif,2019,Red Loam,96,45,30,7.02
1235,Tamil Nadu,Thanjavur,Maize,Kharif,2019,Red Loam,95,48,49,7.14
1236,Tamil Nadu,Thanjavur,Cotton,Kharif,2019,Red Loam,85,44,50,6.83
1237,Andhra Pradesh,Kurnool,Wheat,Rabi,2019,Red Soil,117,48,39,7.22
1238,Andhra Pradesh,Kurnool,Rice,Kharif,2019,Red Soil,88,63,28,8.04
1239,Andhra Pradesh,Kurnool,Maize,Kharif,2019,Red Soil,98,54,41,7.04
1240,Andhra Pradesh,Kurnool,Cotton,Kharif,2019,Red Soil,79,36,51,7.38
1241,Punjab,Ludhiana,Wheat,Rabi,2020,Alluvial,102,53,34,7.66
1242,Punjab,Ludhiana,Rice,Kharif,2020,Alluvial,123,57,53,7.72
1243,Punjab,Ludhiana,Maize,Kharif,2020,Alluvial,86,34,31,7.36
1244,Punjab,Ludhiana,Cotton,Kharif,2020,Alluvial,93,49,23,7.17
1245,Punjab,Patiala,Wheat,Rabi,2020,Alluvial,114,66,24,7.56
1246,Punjab,Patiala,Rice,Kharif,2020,Alluvial,39,51,68,7.97
1247,Punjab,Patiala,Maize,Kharif,2020,Alluvial,94,53,18,7.62
1248,Punjab,Patiala,Cotton,Kharif,2020,Alluvial,18,1,11,4.48
1249,Uttar Pradesh,Kanpur,Wheat,Rabi,2020,Alluvial,25,0,3,5.11
1250,Uttar Pradesh,Kanpur,Rice,Kharif,2020,Alluvial,90,58,52,7.26
1251,Uttar Pradesh,Kanpur,Maize,Kharif,2020,Alluvial,20,9,5,4.95
1252,Uttar Pradesh,Kanpur,Cotton,Kharif,2020,Alluvial,104,29,50,7.26
1253,Uttar Pradesh,Varanasi,Wheat,Rabi,2020,Alluvial,117,45,17,6.83
1254,Uttar Pradesh,Varanasi,Rice,Kharif,2020,Alluvial,129,46,54,6.89
1255,Uttar Pradesh,Varanasi,Maize,Kharif,2020,Alluvial,122,43,20,6.74
1256,Uttar Pradesh,Varanasi,Cotton,Kharif,2020,Alluvial,92,31,25,6.48
1257,West Bengal,Hooghly,Wheat,Rabi,2020,Alluvial,3,8,7,4.61
1258,West Bengal,Hooghly,Rice,Kharif,2020,Alluvial,100,55,38,6.83
1259,West Bengal,Hooghly,Maize,Kharif,2020,Alluvial,0,15,12,4.18
1260,West Bengal,Hooghly,Cotton,Kharif,2020,Alluvial,110,49,26,6.7
1261,West Bengal,Bardhaman,Wheat,Rabi,2020,Clay Loam,116,58,23,6.15
1262,West Bengal,Bardhaman,Rice,Kharif,2020,Clay Loam,104,47,43,6.0
1263,West Bengal,Bardhaman,Maize,Kharif,2020,Clay Loam,24,12,5,5.01
1264,West Bengal,Bardhaman,Cotton,Kharif,2020,Clay Loam,99,39,36,6.25
1265,Maharashtra,Nashik,Wheat,Rabi,2020,Black Soil,120,43,34,7.87
1266,Maharashtra,Nashik,Rice,Kharif,2020,Black Soil,71,47,45,7.98
1267,Maharashtra,Nashik,Maize,Kharif,2020,Black Soil,18,19,2,5.19
1268,Maharashtra,Nashik,Cotton,Kharif,2020,Black Soil,80,39,27,7.51
1269,Maharashtra,Pune,Wheat,Rabi,2020,Black Soil,95,56,39,7.12
1270,Maharashtra,Pune,Rice,Kharif,2020,Black Soil,105,49,45,7.26
1271,Maharashtra,Pune,Maize,Kharif,2020,Black Soil,57,21,40,7.29
1272,Maharashtra,Pune,Cotton,Kharif,2020,Black Soil,94,24,40,7.56
1273,Tamil Nadu,Thanjavur,Wheat,Rabi,2020,Red Loam,159,76,41,6.53
1274,Tamil Nadu,Thanjavur,Rice,Kharif,2020,Red Loam,118,46,15,6.92
1275,Tamil Nadu,Thanjavur,Maize,Kharif,2020,Red Loam,2,18,7,4.61
1276,Tamil Nadu,Thanjavur,Cotton,Kharif,2020,Red Loam,93,51,22,6.9
1277,Andhra Pradesh,Kurnool,Wheat,Rabi,2020,Red Soil,12,10,0,5.46
1278,Andhra Pradesh,Kurnool,Rice,Kharif,2020,Red Soil,77,47,61,6.78
1279,Andhra Pradesh,Kurnool,Maize,Kharif,2020,Red Soil,67,34,44,7.62
1280,Andhra Pradesh,Kurnool,Cotton,Kharif,2020,Red Soil,90,45,41,6.62
1281,Punjab,Ludhiana,Wheat,Rabi,2021,Alluvial,100,66,38,7.56
1282,Punjab,Ludhiana,Rice,Kharif,2021,Alluvial,109,45,56,7.24
1283,Punjab,Ludhiana,Maize,Kharif,2021,Alluvial,108,39,36,7.07
1284,Punjab,Ludhiana,Cotton,Kharif,2021,Alluvial,78,39,44,7.63
1285,Punjab,Patiala,Wheat,Rabi,2021,Alluvial,120,64,34,6.95
1286,Punjab,Patiala,Rice,Kharif,2021,Alluvial,82,53,58,7.41
1287,Punjab,Patiala,Maize,Kharif,2021,Alluvial,77,29,16,7.14
1288,Punjab,Patiala,Cotton,Kharif,2021,Alluvial,45,35,38,7.76
1289,Uttar Pradesh,Kanpur,Wheat,Rabi,2021,Alluvial,130,55,42,6.91
1290,Uttar Pradesh,Kanpur,Rice,Kharif,2021,Alluvial,84,65,43,7.01
1291,Uttar Pradesh,Kanpur,Maize,Kharif,2021,Alluvial,76,30,19,7.26
1292,Uttar Pradesh,Kanpur,Cotton,Kharif,2021,Alluvial,74,54,52,7.56
1293,Uttar Pradesh,Varanasi,Wheat,Rabi,2021,Alluvial,89,65,43,7.12
1294,Uttar Pradesh,Varanasi,Rice,Kharif,2021,Alluvial,99,46,33,6.97
1295,Uttar Pradesh,Varanasi,Maize,Kharif,2021,Alluvial,87,38,38,6.87
1296,Uttar Pradesh,Varanasi,Cotton,Kharif,2021,Alluvial,107,48,30,7.11
1297,West Bengal,Hooghly,Wheat,Rabi,2021,Alluvial,102,59,32,6.7
1298,West Bengal,Hooghly,Rice,Kharif,2021,Alluvial,109,35,52,6.93
1299,West Bengal,Hooghly,Maize,Kharif,2021,Alluvial,77,50,53,6.26
1300,West Bengal,Hooghly,Cotton,Kharif,2021,Alluvial,109,48,29,6.02
1301,West Bengal,Bardhaman,Wheat,Rabi,2021,Clay Loam,9,10,0,4.74
1302,West Bengal,Bardhaman,Rice,Kharif,2021,Clay Loam,74,58,47,6.12
1303,West Bengal,Bardhaman,Maize,Kharif,2021,Clay Loam,8,6,3,4.77
1304,West Bengal,Bardhaman,Cotton,Kharif,2021,Clay Loam,90,28,26,6.41
1305,Maharashtra,Nashik,Wheat,Rabi,2021,Black Soil,77,63,36,8.08
1306,Maharashtra,Nashik,Rice,Kharif,2021,Black Soil,77,40,55,7.49
1307,Maharashtra,Nashik,Maize,Kharif,2021,Black Soil,124,32,17,7.73
1308,Maharashtra,Nashik,Cotton,Kharif,2021,Black Soil,68,41,44,7.17
