Record_ID,State,District,Crop,Year,Avg_Temperature_C,Humidity_pct,Rainfall_mm,Fertilizer_Used_kg_ha,Yield_tons_per_ha
1115,Tamil Nadu,Thanjavur,Maize,2021,29.6,70.0,631.2,115.7,3.15
1116,Tamil Nadu,Thanjavur,Cotton,2021,18.4,70.0,391.9,130.8,2.74
1117,Andhra Pradesh,Kurnool,Wheat,2021,20.4,70.0,601.2,200.8,4.47
1118,Andhra Pradesh,Kurnool,Rice,2021,18.9,70.0,308.1,129.7,3.71
1119,Andhra Pradesh,Kurnool,Maize,2021,23.8,70.0,327.7,172.6,3.8
1120,Andhra Pradesh,Kurnool,Cotton,2021,38.9,70.0,120.2,18.5,0.1
1121,Punjab,Ludhiana,Wheat,2022,20.4,70.0,860.4,168.8,4.03
1122,Punjab,Ludhiana,Rice,2022,40.6,70.0,121.4,26.1,1.25
1123,Punjab,Ludhiana,Maize,2022,19.0,70.0,812.1,137.2,3.52
1124,Punjab,Ludhiana,Cotton,2022,36.3,70.0,83.7,29.3,0.15
1125,Punjab,Patiala,Wheat,2022,26.2,70.0,439.7,205.4,4.74
1126,Punjab,Patiala,Rice,2022,29.9,70.0,559.7,99.7,3.51
1127,Punjab,Patiala,Maize,2022,25.1,70.0,493.8,183.3,3.74
1128,Punjab,Patiala,Cotton,2022,21.0,70.0,644.6,137.8,2.48
1129,Uttar Pradesh,Kanpur,Wheat,2022,21.1,70.0,978.6,181.0,4.33
1130,Uttar Pradesh,Kanpur,Rice,2022,23.2,70.0,880.2,154.0,3.98
1131,Uttar Pradesh,Kanpur,Maize,2022,27.7,70.0,890.9,122.0,3.02
1132,Uttar Pradesh,Kanpur,Cotton,2022,18.5,70.0,955.6,102.5,2.4
1133,Uttar Pradesh,Varanasi,Wheat,2022,24.2,70.0,618.3,152.2,3.91
1134,Uttar Pradesh,Varanasi,Rice,2022,35.7,70.0,147.0,20.2,0.15
1135,Uttar Pradesh,Varanasi,Maize,2022,28.4,70.0,732.5,140.9,3.97
1136,Uttar Pradesh,Varanasi,Cotton,2022,25.9,70.0,374.6,167.3,2.59
1137,West Bengal,Hooghly,Wheat,2022,21.9,70.0,582.9,194.1,4.75
1138,West Bengal,Hooghly,Rice,2022,18.1,70.0,681.1,154.3,4.06
1139,West Bengal,Hooghly,Maize,2022,20.7,70.0,561.3,59.1,2.61
1140,West Bengal,Hooghly,Cotton,2022,38.6,70.0,136.3,11.4,0.11
1141,West Bengal,Bardhaman,Wheat,2022,27.2,70.0,725.5,192.4,3.76
1142,West Bengal,Bardhaman,Rice,2022,23.8,70.0,371.0,162.9,3.99
1143,West Bengal,Bardhaman,Maize,2022,21.3,70.0,801.3,79.2,3.23
1144,West Bengal,Bardhaman,Cotton,2022,24.8,70.0,374.8,102.3,2.43
1145,Maharashtra,Nashik,Wheat,2022,28.6,70.0,873.4,174.9,3.97
1146,Maharashtra,Nashik,Rice,2022,27.4,70.0,465.8,146.1,3.57
1147,Maharashtra,Nashik,Maize,2022,20.0,70.0,710.6,136.6,3.11
1148,Maharashtra,Nashik,Cotton,2022,25.1,70.0,573.6,133.6,2.77
1149,Maharashtra,Pune,Wheat,2022,35.9,70.0,149.1,20.8,1.05
1150,Maharashtra,Pune,Rice,2022,36.3,70.0,139.4,2.6,0.1
1151,Maharashtra,Pune,Maize,2022,25.8,70.0,916.1,83.7,2.7
1152,Maharashtra,Pune,Cotton,2022,24.7,70.0,342.1,149.7,2.59
1153,Tamil Nadu,Thanjavur,Wheat,2022,27.5,70.0,765.4,196.9,4.1
1154,Tamil Nadu,Thanjavur,Rice,2022,19.1,70.0,736.5,151.4,3.86
1155,Tamil Nadu,Thanjavur,Maize,2022,29.2,70.0,361.3,114.6,3.58
1156,Tamil Nadu,Thanjavur,Cotton,2022,29.9,70.0,647.9,139.3,2.47
1157,Andhra Pradesh,Kurnool,Wheat,2022,27.7,70.0,907.6,172.6,4.36
1158,Andhra Pradesh,Kurnool,Rice,2022,40.8,70.0,114.1,29.3,0.31
1159,Andhra Pradesh,Kurnool,Maize,2022,38.5,70.0,67.5,22.9,1.12
1160,Andhra Pradesh,Kurnool,Cotton,2022,23.3,70.0,654.3,99.3,2.38
1161,Punjab,Ludhiana,Wheat,2023,29.9,70.0,340.7,186.4,4.56
1162,Punjab,Ludhiana,Rice,2023,26.3,70.0,370.7,117.6,3.46
1163,Punjab,Ludhiana,Maize,2023,23.1,70.0,668.9,87.9,3.12
1164,Punjab,Ludhiana,Cotton,2023,23.0,70.0,307.7,128.0,2.36
1165,Punjab,Patiala,Wheat,2023,20.9,70.0,308.5,165.0,4.4
1166,Punjab,Patiala,Rice,2023,37.3,70.0,65.0,14.6,0.28
1167,Punjab,Patiala,Maize,2023,27.4,70.0,968.7,75.3,2.64
1168,Punjab,Patiala,Cotton,2023,28.7,70.0,761.5,145.8,2.44
1169,Uttar Pradesh,Kanpur,Wheat,2023,18.5,70.0,776.2,157.1,4.18
1170,Uttar Pradesh,Kanpur,Rice,2023,37.5,70.0,123.8,28.7,0.1
1171,Uttar Pradesh,Kanpur,Maize,2023,18.3,70.0,485.5,97.0,2.97
1172,Uttar Pradesh,Kanpur,Cotton,2023,25.7,70.0,842.2,71.7,2.04
1173,Uttar Pradesh,Varanasi,Wheat,2023,27.0,70.0,707.7,166.4,4.62
1174,Uttar Pradesh,Varanasi,Rice,2023,39.3,70.0,93.9,13.0,0.35
1175,Uttar Pradesh,Varanasi,Maize,2023,28.3,70.0,871.2,88.7,3.4
1176,Uttar Pradesh,Varanasi,Cotton,2023,25.9,70.0,843.5,117.0,2.46
1177,West Bengal,Hooghly,Wheat,2023,24.1,70.0,449.5,186.2,4.39
1178,West Bengal,Hooghly,Rice,2023,28.5,70.0,782.2,168.1,3.81
1179,West Bengal,Hooghly,Maize,2023,19.2,70.0,994.3,124.6,3.16
1180,West Bengal,Hooghly,Cotton,2023,27.4,70.0,548.8,86.1,2.46
1181,West Bengal,Bardhaman,Wheat,2023,28.6,70.0,805.4,117.1,3.25
1182,West Bengal,Bardhaman,Rice,2023,18.8,70.0,749.6,88.3,3.34
1183,West Bengal,Bardhaman,Maize,2023,24.0,70.0,877.5,164.0,3.98
1184,West Bengal,Bardhaman,Cotton,2023,38.1,70.0,101.7,23.7,0.1
1185,Maharashtra,Nashik,Wheat,2023,29.2,70.0,998.8,158.7,3.63
1186,Maharashtra,Nashik,Rice,2023,24.9,70.0,568.7,169.2,3.49
1187,Maharashtra,Nashik,Maize,2023,23.2,70.0,481.5,126.6,2.87
1188,Maharashtra,Nashik,Cotton,2023,23.2,70.0,647.5,85.7,2.18
1189,Maharashtra,Pune,Wheat,2023,18.8,70.0,969.6,193.4,4.28
1190,Maharashtra,Pune,Rice,2023,23.4,70.0,831.6,123.6,3.62
1191,Maharashtra,Pune,Maize,2023,35.2,70.0,140.0,10.4,0.22
1192,Maharashtra,Pune,Cotton,2023,24.8,70.0,438.7,128.9,2.21
1193,Tamil Nadu,Thanjavur,Wheat,2023,28.2,70.0,475.7,165.0,4.18
1194,Tamil Nadu,Thanjavur,Rice,2023,19.0,70.0,680.5,121.6,3.59
1195,Tamil Nadu,Thanjavur,Maize,2023,18.7,70.0,681.8,121.7,2.77
1196,Tamil Nadu,Thanjavur,Cotton,2023,24.2,70.0,829.7,111.2,2.24
1197,Andhra Pradesh,Kurnool,Wheat,2023,24.5,70.0,936.5,163.1,4.44
1198,Andhra Pradesh,Kurnool,Rice,2023,27.5,70.0,501.0,140.3,3.37
1199,Andhra Pradesh,Kurnool,Maize,2023,27.5,70.0,787.1,130.7,3.87
1200,Andhra Pradesh,Kurnool,Cotton,2023,28.6,70.0,358.4,131.9,2.13
1201,Punjab,Ludhiana,Wheat,2019,28.6,70.0,416.2,195.2,4.64
1202,Punjab,Ludhiana,Rice,2019,28.3,70.0,431.2,185.9,4.08
1203,Punjab,Ludhiana,Maize,2019,23.9,70.0,550.5,157.9,3.8
1204,Punjab,Ludhiana,Cotton,2019,22.2,70.0,399.4,83.6,2.22
1205,Punjab,Patiala,Wheat,2019,25.6,70.0,985.4,191.1,4.22
1206,Punjab,Patiala,Rice,2019,36.6,70.0,135.6,5.2,0.16
1207,Punjab,Patiala,Maize,2019,21.6,70.0,323.2,127.6,3.73
1208,Punjab,Patiala,Cotton,2019,26.0,70.0,935.0,133.1,2.58
1209,Uttar Pradesh,Kanpur,Wheat,2019,19.3,70.0,983.8,192.5,4.42
1210,Uttar Pradesh,Kanpur,Rice,2019,27.0,70.0,937.5,146.9,3.88
1211,Uttar Pradesh,Kanpur,Maize,2019,23.6,70.0,308.7,108.2,3.54
1212,Uttar Pradesh,Kanpur,Cotton,2019,28.7,70.0,715.3,100.5,2.22
1213,Uttar Pradesh,Varanasi,Wheat,2019,39.2,70.0,133.1,1.9,0.23
1214,Uttar Pradesh,Varanasi,Rice,2019,38.6,70.0,107.2,26.4,0.12
1215,Uttar Pradesh,Varanasi,Maize,2019,25.6,70.0,725.0,126.3,3.68
1216,Uttar Pradesh,Varanasi,Cotton,2019,29.4,70.0,756.6,82.0,2.59
1217,West Bengal,Hooghly,Wheat,2019,18.5,70.0,630.7,154.6,4.22
1218,West Bengal,Hooghly,Rice,2019,20.5,70.0,496.5,105.0,3.38
1219,West Bengal,Hooghly,Maize,2019,38.6,70.0,107.2,24.1,0.11
1220,West Bengal,Hooghly,Cotton,2019,28.5,70.0,655.2,108.0,2.27
1221,West Bengal,Bardhaman,Wheat,2019,25.3,70.0,799.8,166.9,3.42
1222,West Bengal,Bardhaman,Rice,2019,22.4,70.0,619.4,126.8,3.96
1223,West Bengal,Bardhaman,Maize,2019,39.7,70.0,144.2,10.6,0.1
1224,West Bengal,Bardhaman,Cotton,2019,28.8,70.0,384.4,151.1,2.57
1225,Maharashtra,Nashik,Wheat,2019,35.9,70.0,54.4,17.3,0.1
1226,Maharashtra,Nashik,Rice,2019,21.3,70.0,771.1,148.1,3.9
1227,Maharashtra,Nashik,Maize,2019,22.5,70.0,707.5,99.9,3.26
1228,Maharashtra,Nashik,Cotton,2019,22.2,70.0,923.1,124.2,2.48
1229,Maharashtra,Pune,Wheat,2019,26.1,70.0,517.9,164.1,3.71
1230,Maharashtra,Pune,Rice,2019,18.3,70.0,639.9,98.1,3.24
1231,Maharashtra,Pune,Maize,2019,19.4,70.0,930.1,95.1,3.06
1232,Maharashtra,Pune,Cotton,2019,22.1,70.0,569.9,120.2,2.62
1233,Tamil Nadu,Thanjavur,Wheat,2019,21.1,70.0,511.6,158.1,4.61
1234,Tamil Nadu,Thanjavur,Rice,2019,25.5,70.0,610.8,115.9,3.39
1235,Tamil Nadu,Thanjavur,Maize,2019,23.7,70.0,327.6,126.7,3.6
1236,Tamil Nadu,Thanjavur,Cotton,2019,27.5,70.0,387.4,124.8,2.57
1237,Andhra Pradesh,Kurnool,Wheat,2019,21.4,70.0,562.7,159.2,4.28
1238,Andhra Pradesh,Kurnool,Rice,2019,22.9,70.0,986.5,154.2,3.13
1239,Andhra Pradesh,Kurnool,Maize,2019,25.5,70.0,657.3,139.2,3.9
1240,Andhra Pradesh,Kurnool,Cotton,2019,22.3,70.0,509.6,96.2,2.54
1241,Punjab,Ludhiana,Wheat,2020,27.0,70.0,400.0,152.1,3.86
1242,Punjab,Ludhiana,Rice,2020,22.9,70.0,354.4,168.2,3.87
1243,Punjab,Ludhiana,Maize,2020,18.9,70.0,509.7,113.7,3.26
1244,Punjab,Ludhiana,Cotton,2020,29.2,70.0,862.4,120.7,2.41
1245,Punjab,Patiala,Wheat,2020,22.3,70.0,722.4,168.0,3.94
1246,Punjab,Patiala,Rice,2020,26.6,70.0,469.4,82.9,2.87
1247,Punjab,Patiala,Maize,2020,21.4,70.0,647.7,125.3,3.24
1248,Punjab,Patiala,Cotton,2020,35.3,70.0,101.1,0.0,0.21
1249,Uttar Pradesh,Kanpur,Wheat,2020,37.5,70.0,60.2,9.5,0.13
1250,Uttar Pradesh,Kanpur,Rice,2020,29.6,70.0,564.1,149.2,3.75
1251,Uttar Pradesh,Kanpur,Maize,2020,36.2,70.0,50.4,21.1,1.07
1252,Uttar Pradesh,Kanpur,Cotton,2020,18.6,70.0,750.9,122.9,2.64
1253,Uttar Pradesh,Varanasi,Wheat,2020,18.6,70.0,558.9,134.7,3.61
1254,Uttar Pradesh,Varanasi,Rice,2020,20.6,70.0,916.1,197.4,4.2
1255,Uttar Pradesh,Varanasi,Maize,2020,22.7,70.0,751.4,173.3,3.42
1256,Uttar Pradesh,Varanasi,Cotton,2020,18.2,70.0,884.8,118.6,2.0
1257,West Bengal,Hooghly,Wheat,2020,35.1,70.0,109.5,15.9,0.1
1258,West Bengal,Hooghly,Rice,2020,29.7,70.0,664.9,154.7,3.84
1259,West Bengal,Hooghly,Maize,2020,37.1,70.0,51.8,8.0,0.2
1260,West Bengal,Hooghly,Cotton,2020,22.8,70.0,620.6,159.4,2.42
1261,West Bengal,Bardhaman,Wheat,2020,29.5,70.0,340.5,187.3,3.7
1262,West Bengal,Bardhaman,Rice,2020,25.5,70.0,398.6,132.6,3.75
1263,West Bengal,Bardhaman,Maize,2020,41.4,70.0,84.5,7.8,0.41
1264,West Bengal,Bardhaman,Cotton,2020,29.5,70.0,394.0,117.7,2.58
1265,Maharashtra,Nashik,Wheat,2020,24.6,70.0,621.8,167.0,3.7
1266,Maharashtra,Nashik,Rice,2020,25.1,70.0,605.9,84.6,3.04
1267,Maharashtra,Nashik,Maize,2020,41.7,70.0,144.4,27.2,0.33
1268,Maharashtra,Nashik,Cotton,2020,26.0,70.0,748.4,123.7,2.28
1269,Maharashtra,Pune,Wheat,2020,28.2,70.0,525.2,148.9,4.04
1270,Maharashtra,Pune,Rice,2020,22.8,70.0,502.2,149.3,3.56
1271,Maharashtra,Pune,Maize,2020,22.3,70.0,694.9,85.7,2.65
1272,Maharashtra,Pune,Cotton,2020,29.4,70.0,497.7,110.4,2.2
1273,Tamil Nadu,Thanjavur,Wheat,2020,29.4,70.0,925.9,199.8,4.76
1274,Tamil Nadu,Thanjavur,Rice,2020,22.0,70.0,430.3,134.9,3.4
1275,Tamil Nadu,Thanjavur,Maize,2020,37.3,70.0,133.6,24.3,0.26
1276,Tamil Nadu,Thanjavur,Cotton,2020,27.2,70.0,389.5,126.2,2.42
1277,Andhra Pradesh,Kurnool,Wheat,2020,37.1,70.0,80.4,6.8,0.32
1278,Andhra Pradesh,Kurnool,Rice,2020,27.8,70.0,798.8,96.6,3.69
1279,Andhra Pradesh,Kurnool,Maize,2020,24.5,70.0,354.9,108.9,2.93
1280,Andhra Pradesh,Kurnool,Cotton,2020,27.1,70.0,800.1,137.9,2.54
1281,Punjab,Ludhiana,Wheat,2021,23.5,70.0,800.0,166.1,4.12
1282,Punjab,Ludhiana,Rice,2021,22.0,70.0,541.7,153.1,3.96
1283,Punjab,Ludhiana,Maize,2021,26.8,70.0,850.3,133.4,3.72
1284,Punjab,Ludhiana,Cotton,2021,24.6,70.0,872.0,94.2,2.6
1285,Punjab,Patiala,Wheat,2021,28.4,70.0,392.2,187.7,4.36
1286,Punjab,Patiala,Rice,2021,24.9,70.0,737.4,136.0,3.64
1287,Punjab,Patiala,Maize,2021,22.9,70.0,812.9,116.9,2.67
1288,Punjab,Patiala,Cotton,2021,26.1,70.0,749.2,70.7,1.84
1289,Uttar Pradesh,Kanpur,Wheat,2021,29.8,70.0,602.4,159.6,4.55
1290,Uttar Pradesh,Kanpur,Rice,2021,22.8,70.0,542.6,161.5,3.59
1291,Uttar Pradesh,Kanpur,Maize,2021,18.9,70.0,722.5,101.0,2.71
1292,Uttar Pradesh,Kanpur,Cotton,2021,21.8,70.0,727.0,132.4,2.63
1293,Uttar Pradesh,Varanasi,Wheat,2021,26.2,70.0,790.8,121.1,4.22
1294,Uttar Pradesh,Varanasi,Rice,2021,20.3,70.0,887.9,143.3,3.4
1295,Uttar Pradesh,Varanasi,Maize,2021,18.1,70.0,806.4,93.3,3.72
1296,Uttar Pradesh,Varanasi,Cotton,2021,21.0,70.0,309.6,153.9,2.53
1297,West Bengal,Hooghly,Wheat,2021,19.0,70.0,771.0,171.5,4.03
1298,West Bengal,Hooghly,Rice,2021,24.3,70.0,816.5,147.2,3.73
1299,West Bengal,Hooghly,Maize,2021,26.0,70.0,926.7,96.3,3.44
1300,West Bengal,Hooghly,Cotton,2021,29.2,70.0,754.5,116.9,2.3
1301,West Bengal,Bardhaman,Wheat,2021,40.4,70.0,60.5,27.8,0.1
1302,West Bengal,Bardhaman,Rice,2021,26.2,70.0,869.9,132.3,3.67
1303,West Bengal,Bardhaman,Maize,2021,37.5,70.0,85.7,16.1,0.22
1304,West Bengal,Bardhaman,Cotton,2021,19.2,70.0,913.4,112.5,2.2
1305,Maharashtra,Nashik,Wheat,2021,27.0,70.0,901.1,134.6,3.74
1306,Maharashtra,Nashik,Rice,2021,20.0,70.0,382.3,120.2,3.3
1307,Maharashtra,Nashik,Maize,2021,25.3,70.0,663.5,145.0,2.84
1308,Maharashtra,Nashik,Cotton,2021,24.5,70.0,600.3,122.0,2.55
1309,Maharashtra,Pune,Wheat,2021,19.4,70.0,672.8,181.3,4.0
1310,Maharashtra,Pune,Rice,2021,20.5,70.0,927.0,128.9,3.4
1311,Maharashtra,Pune,Maize,2021,36.8,70.0,118.9,18.9,0.25
1312,Maharashtra,Pune,Cotton,2021,37.3,70.0,98.5,25.3,0.75
1313,Tamil Nadu,Thanjavur,Wheat,2021,20.4,70.0,931.2,181.9,4.63
1314,Tamil Nadu,Thanjavur,Rice,2021,23.2,70.0,862.7,85.9,3.19
1315,Tamil Nadu,Thanjavur,Maize,2021,25.9,70.0,805.9,69.3,3.18
